node,degree,pagerank
C1235787929,1.6862837678324508e-05,1.196537868233915e-05
M1043686153,1.6862837678324508e-05,2.1645950282384256e-05
C979213321,1.6862837678324508e-05,1.196537868233915e-05
C787242927,1.6862837678324508e-05,2.1645950282384256e-05
C1653380908,1.6862837678324508e-05,1.196537868233915e-05
M77882578,1.6862837678324508e-05,2.1645950282384256e-05
C1099535493,1.6862837678324508e-05,1.196537868233915e-05
M933507080,1.6862837678324508e-05,2.1645950282384256e-05
C2147063789,1.6862837678324508e-05,1.196537868233915e-05
C1021587874,1.6862837678324508e-05,2.1645950282384256e-05
C237037918,1.6862837678324508e-05,1.196537868233915e-05
C95318372,1.6862837678324508e-05,2.1645950282384256e-05
C1496903190,1.6862837678324508e-05,1.196537868233915e-05
M946866772,1.6862837678324508e-05,2.1645950282384256e-05
C1051106607,1.6862837678324508e-05,1.196537868233915e-05
M1348761534,1.6862837678324508e-05,2.1645950282384256e-05
C731717743,1.6862837678324508e-05,1.196537868233915e-05
C148906605,1.6862837678324508e-05,2.1645950282384256e-05
C1410677661,1.6862837678324508e-05,1.196537868233915e-05
C704312950,1.6862837678324508e-05,2.1645950282384256e-05
C677811242,1.6862837678324508e-05,1.196537868233915e-05
C788874634,1.6862837678324508e-05,2.1645950282384256e-05
C74556831,1.6862837678324508e-05,1.196537868233915e-05
M1951402325,1.6862837678324508e-05,2.1645950282384256e-05
C41573174,1.6862837678324508e-05,1.196537868233915e-05
C860929789,1.6862837678324508e-05,2.1645950282384256e-05
C40966245,1.6862837678324508e-05,1.196537868233915e-05
M1653653617,1.6862837678324508e-05,2.1645950282384256e-05
C40866646,1.6862837678324508e-05,1.196537868233915e-05
M182944108,1.6862837678324508e-05,2.1645950282384256e-05
C1321671140,1.6862837678324508e-05,1.196537868233915e-05
M533921438,1.6862837678324508e-05,2.1645950282384256e-05
C1322294401,1.6862837678324508e-05,1.196537868233915e-05
C160609026,1.6862837678324508e-05,2.1645950282384256e-05
C998029122,1.6862837678324508e-05,1.196537868233915e-05
C1563899518,1.6862837678324508e-05,2.1645950282384256e-05
C710908433,1.6862837678324508e-05,1.196537868233915e-05
C508488713,1.6862837678324508e-05,2.1645950282384256e-05
C1977482177,1.6862837678324508e-05,1.196537868233915e-05
C1554823726,1.6862837678324508e-05,2.1645950282384256e-05
C1345262134,1.6862837678324508e-05,1.196537868233915e-05
M1183610480,1.6862837678324508e-05,2.1645950282384256e-05
C952906355,1.6862837678324508e-05,1.196537868233915e-05
C1084012188,1.6862837678324508e-05,2.1645950282384256e-05
C174212239,1.6862837678324508e-05,1.196537868233915e-05
M1265795703,1.6862837678324508e-05,2.1645950282384256e-05
C239144018,1.6862837678324508e-05,1.196537868233915e-05
M1684201690,1.6862837678324508e-05,2.1645950282384256e-05
C1577059714,1.6862837678324508e-05,1.196537868233915e-05
M1955312313,1.6862837678324508e-05,2.1645950282384256e-05
C1370498771,1.6862837678324508e-05,1.196537868233915e-05
M301320628,1.6862837678324508e-05,2.1645950282384256e-05
C1542135254,1.6862837678324508e-05,1.196537868233915e-05
C1938475526,3.3725675356649016e-05,3.132652188242936e-05
C923977418,1.6862837678324508e-05,1.196537868233915e-05
C779506402,1.6862837678324508e-05,2.1645950282384256e-05
C1009192782,1.6862837678324508e-05,1.196537868233915e-05
C1015529677,1.6862837678324508e-05,2.1645950282384256e-05
C1418729422,1.6862837678324508e-05,1.196537868233915e-05
M1996394103,1.6862837678324508e-05,2.1645950282384256e-05
C2029840344,1.6862837678324508e-05,1.196537868233915e-05
C2142547587,1.6862837678324508e-05,2.1645950282384256e-05
C731563967,1.6862837678324508e-05,1.196537868233915e-05
C914957636,1.6862837678324508e-05,2.1645950282384256e-05
C1515172243,1.6862837678324508e-05,1.196537868233915e-05
M849428673,1.6862837678324508e-05,2.1645950282384256e-05
C1025174837,1.6862837678324508e-05,1.196537868233915e-05
C1337597412,1.6862837678324508e-05,2.1645950282384256e-05
C1358412469,1.6862837678324508e-05,1.196537868233915e-05
C1995332832,1.6862837678324508e-05,2.1645950282384256e-05
C1144246806,1.6862837678324508e-05,1.196537868233915e-05
C87426661,1.6862837678324508e-05,2.1645950282384256e-05
C583984242,1.6862837678324508e-05,1.196537868233915e-05
C408688303,1.6862837678324508e-05,2.1645950282384256e-05
C449334349,1.6862837678324508e-05,1.196537868233915e-05
C1477190619,3.3725675356649016e-05,3.132652188242936e-05
C1946500289,1.6862837678324508e-05,1.196537868233915e-05
C748382555,1.6862837678324508e-05,2.1645950282384256e-05
C2035379457,1.6862837678324508e-05,1.196537868233915e-05
M1250735899,1.6862837678324508e-05,2.1645950282384256e-05
C2147246002,1.6862837678324508e-05,1.196537868233915e-05
C1034690288,1.6862837678324508e-05,2.1645950282384256e-05
C1906310517,1.6862837678324508e-05,1.196537868233915e-05
C809795627,1.6862837678324508e-05,2.1645950282384256e-05
C1249789290,1.6862837678324508e-05,1.196537868233915e-05
M870078784,1.6862837678324508e-05,2.1645950282384256e-05
C1938448095,1.6862837678324508e-05,1.196537868233915e-05
M1022031461,1.6862837678324508e-05,2.1645950282384256e-05
C508385511,1.6862837678324508e-05,1.196537868233915e-05
M956027336,1.6862837678324508e-05,2.1645950282384256e-05
C1013341637,1.6862837678324508e-05,1.196537868233915e-05
M1942028884,1.6862837678324508e-05,2.1645950282384256e-05
C1408936980,1.6862837678324508e-05,1.196537868233915e-05
C1403087041,1.6862837678324508e-05,2.1645950282384256e-05
C1363041822,1.6862837678324508e-05,1.196537868233915e-05
C1761313958,1.6862837678324508e-05,2.1645950282384256e-05
C1359889730,1.6862837678324508e-05,1.196537868233915e-05
M1124177815,1.6862837678324508e-05,2.1645950282384256e-05
C1270549119,1.6862837678324508e-05,1.196537868233915e-05
M743266449,1.6862837678324508e-05,2.1645950282384256e-05
C2051931889,1.6862837678324508e-05,1.196537868233915e-05
M2079068430,1.6862837678324508e-05,2.1645950282384256e-05
C841098437,1.6862837678324508e-05,1.196537868233915e-05
C1097907228,1.6862837678324508e-05,2.1645950282384256e-05
C1484852473,1.6862837678324508e-05,1.196537868233915e-05
C170358894,1.6862837678324508e-05,2.1645950282384256e-05
C2023654274,1.6862837678324508e-05,1.196537868233915e-05
M210283336,1.6862837678324508e-05,2.1645950282384256e-05
C928494081,1.6862837678324508e-05,1.196537868233915e-05
M981647331,1.6862837678324508e-05,2.1645950282384256e-05
C427005441,1.6862837678324508e-05,1.196537868233915e-05
C106303416,1.6862837678324508e-05,2.1645950282384256e-05
C1359417325,1.6862837678324508e-05,1.196537868233915e-05
M369555754,1.6862837678324508e-05,2.1645950282384256e-05
C2074796244,1.6862837678324508e-05,1.196537868233915e-05
C685696333,1.6862837678324508e-05,2.1645950282384256e-05
C1946350945,1.6862837678324508e-05,1.196537868233915e-05
C1961399086,1.6862837678324508e-05,2.1645950282384256e-05
C1239333334,1.6862837678324508e-05,1.196537868233915e-05
C34949923,1.6862837678324508e-05,2.1645950282384256e-05
C1602089084,1.6862837678324508e-05,1.196537868233915e-05
M1756029493,1.6862837678324508e-05,2.1645950282384256e-05
C102483840,1.6862837678324508e-05,1.196537868233915e-05
M926772394,1.6862837678324508e-05,2.1645950282384256e-05
C1483999363,1.6862837678324508e-05,1.196537868233915e-05
C1151286694,1.6862837678324508e-05,2.1645950282384256e-05
C1477296233,1.6862837678324508e-05,1.196537868233915e-05
M1819638608,1.6862837678324508e-05,2.1645950282384256e-05
C648700740,1.6862837678324508e-05,1.196537868233915e-05
M157710685,1.6862837678324508e-05,2.1645950282384256e-05
C1616958476,1.6862837678324508e-05,1.196537868233915e-05
C2085899258,1.6862837678324508e-05,2.1645950282384256e-05
C1514420564,1.6862837678324508e-05,1.196537868233915e-05
C792102955,1.6862837678324508e-05,2.1645950282384256e-05
C1794179829,1.6862837678324508e-05,1.196537868233915e-05
C99867722,1.6862837678324508e-05,2.1645950282384256e-05
C1655583311,1.6862837678324508e-05,1.196537868233915e-05
M976098062,1.6862837678324508e-05,2.1645950282384256e-05
C1346718641,1.6862837678324508e-05,1.196537868233915e-05
M1530543057,1.6862837678324508e-05,2.1645950282384256e-05
C1159198332,1.6862837678324508e-05,1.196537868233915e-05
C1643218906,1.6862837678324508e-05,2.1645950282384256e-05
C804921125,1.6862837678324508e-05,1.196537868233915e-05
M1348049534,1.6862837678324508e-05,2.1645950282384256e-05
C805028279,1.6862837678324508e-05,1.196537868233915e-05
M118328816,1.6862837678324508e-05,2.1645950282384256e-05
C1478451246,1.6862837678324508e-05,1.196537868233915e-05
M1595492079,1.6862837678324508e-05,2.1645950282384256e-05
C1150179328,1.6862837678324508e-05,1.196537868233915e-05
C1689033792,1.6862837678324508e-05,2.1645950282384256e-05
C605074781,1.6862837678324508e-05,1.196537868233915e-05
C1782776914,1.6862837678324508e-05,2.1645950282384256e-05
C776744634,1.6862837678324508e-05,1.196537868233915e-05
C102218247,1.6862837678324508e-05,2.1645950282384256e-05
C42598404,1.6862837678324508e-05,1.196537868233915e-05
C261821285,1.6862837678324508e-05,2.1645950282384256e-05
C1260349918,1.6862837678324508e-05,1.196537868233915e-05
C897735701,1.6862837678324508e-05,2.1645950282384256e-05
C2018348964,1.6862837678324508e-05,1.196537868233915e-05
C174532841,1.6862837678324508e-05,2.1645950282384256e-05
C340149850,1.6862837678324508e-05,1.196537868233915e-05
M906983781,1.6862837678324508e-05,2.1645950282384256e-05
C1039276660,1.6862837678324508e-05,1.196537868233915e-05
C1990457749,1.6862837678324508e-05,2.1645950282384256e-05
C942807624,1.6862837678324508e-05,1.196537868233915e-05
C1478898162,1.6862837678324508e-05,2.1645950282384256e-05
C2121240346,1.6862837678324508e-05,1.196537868233915e-05
M300922993,1.6862837678324508e-05,2.1645950282384256e-05
C1560448195,1.6862837678324508e-05,1.196537868233915e-05
M702530586,1.6862837678324508e-05,2.1645950282384256e-05
C854642819,1.6862837678324508e-05,1.196537868233915e-05
C1875697706,1.6862837678324508e-05,2.1645950282384256e-05
C459252785,1.6862837678324508e-05,1.196537868233915e-05
C903132886,1.6862837678324508e-05,2.1645950282384256e-05
C1309130238,1.6862837678324508e-05,1.196537868233915e-05
M1003264751,1.6862837678324508e-05,2.1645950282384256e-05
C849509788,1.6862837678324508e-05,1.196537868233915e-05
C41102216,1.6862837678324508e-05,2.1645950282384256e-05
C683799433,1.6862837678324508e-05,1.196537868233915e-05
C1489116061,1.6862837678324508e-05,2.1645950282384256e-05
C352220876,1.6862837678324508e-05,1.196537868233915e-05
M400743766,1.6862837678324508e-05,2.1645950282384256e-05
C887004112,1.6862837678324508e-05,1.196537868233915e-05
C1676533255,1.6862837678324508e-05,2.1645950282384256e-05
C763671499,1.6862837678324508e-05,1.196537868233915e-05
C1891518808,1.6862837678324508e-05,2.1645950282384256e-05
C211960157,1.6862837678324508e-05,1.196537868233915e-05
M1530234511,1.6862837678324508e-05,2.1645950282384256e-05
C2126397003,1.6862837678324508e-05,1.196537868233915e-05
C1724208100,1.6862837678324508e-05,2.1645950282384256e-05
C1935487738,1.6862837678324508e-05,1.196537868233915e-05
C700950869,1.6862837678324508e-05,2.1645950282384256e-05
C1471956423,1.6862837678324508e-05,1.196537868233915e-05
C651806736,1.6862837678324508e-05,2.1645950282384256e-05
C20748083,1.6862837678324508e-05,1.196537868233915e-05
M1298362179,1.6862837678324508e-05,2.1645950282384256e-05
C315492035,1.6862837678324508e-05,1.196537868233915e-05
C145807878,1.6862837678324508e-05,2.1645950282384256e-05
C1191854830,1.6862837678324508e-05,1.196537868233915e-05
C1394009782,1.6862837678324508e-05,2.1645950282384256e-05
C509952728,1.6862837678324508e-05,1.196537868233915e-05
M1882783306,1.6862837678324508e-05,2.1645950282384256e-05
C1181005058,1.6862837678324508e-05,1.196537868233915e-05
C1996805903,1.6862837678324508e-05,2.1645950282384256e-05
C1260935439,1.6862837678324508e-05,1.196537868233915e-05
M1471767414,1.6862837678324508e-05,2.1645950282384256e-05
C773163139,1.6862837678324508e-05,1.196537868233915e-05
M1610300123,1.6862837678324508e-05,2.1645950282384256e-05
C781839635,1.6862837678324508e-05,1.196537868233915e-05
C1109678983,3.3725675356649016e-05,3.132652188242936e-05
C1798880828,1.6862837678324508e-05,1.196537868233915e-05
M716959429,1.6862837678324508e-05,2.1645950282384256e-05
C1800243188,1.6862837678324508e-05,1.196537868233915e-05
C1957675734,1.6862837678324508e-05,2.1645950282384256e-05
C1613457151,1.6862837678324508e-05,1.196537868233915e-05
M227579288,1.6862837678324508e-05,2.1645950282384256e-05
C280147801,1.6862837678324508e-05,1.196537868233915e-05
M1295606785,1.6862837678324508e-05,2.1645950282384256e-05
C1535780730,1.6862837678324508e-05,1.196537868233915e-05
C262891082,1.6862837678324508e-05,2.1645950282384256e-05
C871652084,1.6862837678324508e-05,1.196537868233915e-05
M888843538,1.6862837678324508e-05,2.1645950282384256e-05
C1448380450,1.6862837678324508e-05,1.196537868233915e-05
C1886475823,1.6862837678324508e-05,2.1645950282384256e-05
C1298433128,1.6862837678324508e-05,1.196537868233915e-05
C353782565,1.6862837678324508e-05,2.1645950282384256e-05
C1946777947,1.6862837678324508e-05,1.196537868233915e-05
M1230436756,1.6862837678324508e-05,2.1645950282384256e-05
C1844580132,1.6862837678324508e-05,1.196537868233915e-05
M563268470,1.6862837678324508e-05,2.1645950282384256e-05
C1065363833,1.6862837678324508e-05,1.196537868233915e-05
C1515536749,1.6862837678324508e-05,2.1645950282384256e-05
C303128054,1.6862837678324508e-05,1.196537868233915e-05
C822214416,1.6862837678324508e-05,2.1645950282384256e-05
C710925990,1.6862837678324508e-05,1.196537868233915e-05
C472295300,1.6862837678324508e-05,2.1645950282384256e-05
C548608193,1.6862837678324508e-05,1.196537868233915e-05
M1953778756,1.6862837678324508e-05,2.1645950282384256e-05
C1568656506,1.6862837678324508e-05,1.196537868233915e-05
C1073161843,1.6862837678324508e-05,2.1645950282384256e-05
C1626747046,1.6862837678324508e-05,1.196537868233915e-05
C410567421,1.6862837678324508e-05,2.1645950282384256e-05
C1482458700,1.6862837678324508e-05,1.196537868233915e-05
M1177905091,1.6862837678324508e-05,2.1645950282384256e-05
C1169387535,1.6862837678324508e-05,1.196537868233915e-05
C1384939011,1.6862837678324508e-05,2.1645950282384256e-05
C1507005727,1.6862837678324508e-05,1.196537868233915e-05
C892045919,1.6862837678324508e-05,2.1645950282384256e-05
C271216403,1.6862837678324508e-05,1.196537868233915e-05
C1737895165,1.6862837678324508e-05,2.1645950282384256e-05
C1944531859,1.6862837678324508e-05,1.196537868233915e-05
C1786396642,1.6862837678324508e-05,2.1645950282384256e-05
C443256575,1.6862837678324508e-05,1.196537868233915e-05
C179208025,1.6862837678324508e-05,2.1645950282384256e-05
C1367522019,1.6862837678324508e-05,1.196537868233915e-05
C136356616,1.6862837678324508e-05,2.1645950282384256e-05
C897923211,1.6862837678324508e-05,1.196537868233915e-05
M961418448,1.6862837678324508e-05,2.1645950282384256e-05
C1310500423,1.6862837678324508e-05,1.196537868233915e-05
C907487997,1.6862837678324508e-05,2.1645950282384256e-05
C354902759,1.6862837678324508e-05,1.196537868233915e-05
C2073353441,1.6862837678324508e-05,2.1645950282384256e-05
C2131394246,1.6862837678324508e-05,1.196537868233915e-05
C1264872013,1.6862837678324508e-05,2.1645950282384256e-05
C249200083,1.6862837678324508e-05,1.196537868233915e-05
C271588719,1.6862837678324508e-05,2.1645950282384256e-05
C1860449608,1.6862837678324508e-05,1.196537868233915e-05
C237467600,1.6862837678324508e-05,2.1645950282384256e-05
C2069695524,1.6862837678324508e-05,1.196537868233915e-05
C980072701,1.6862837678324508e-05,2.1645950282384256e-05
C72679323,1.6862837678324508e-05,1.196537868233915e-05
C2058567676,1.6862837678324508e-05,2.1645950282384256e-05
C302440786,1.6862837678324508e-05,1.196537868233915e-05
C57541900,1.6862837678324508e-05,2.1645950282384256e-05
C1786701224,1.6862837678324508e-05,1.196537868233915e-05
C27127579,1.6862837678324508e-05,2.1645950282384256e-05
C109549101,1.6862837678324508e-05,1.196537868233915e-05
C463376666,1.6862837678324508e-05,2.1645950282384256e-05
C69372757,1.6862837678324508e-05,1.196537868233915e-05
C1335226346,1.6862837678324508e-05,2.1645950282384256e-05
C1905061351,1.6862837678324508e-05,1.196537868233915e-05
C1895269207,1.6862837678324508e-05,2.1645950282384256e-05
C283168237,1.6862837678324508e-05,1.196537868233915e-05
C1880058411,1.6862837678324508e-05,2.1645950282384256e-05
C1730214975,1.6862837678324508e-05,1.196537868233915e-05
C1665448501,1.6862837678324508e-05,2.1645950282384256e-05
C105766657,1.6862837678324508e-05,1.196537868233915e-05
M1313111844,1.6862837678324508e-05,2.1645950282384256e-05
C510409191,1.6862837678324508e-05,1.196537868233915e-05
C1117382784,1.6862837678324508e-05,2.1645950282384256e-05
C1536968899,1.6862837678324508e-05,1.196537868233915e-05
C2146730126,1.6862837678324508e-05,2.1645950282384256e-05
C710617656,1.6862837678324508e-05,1.196537868233915e-05
C280794150,1.6862837678324508e-05,2.1645950282384256e-05
C2054628112,1.6862837678324508e-05,1.196537868233915e-05
M1449664957,1.6862837678324508e-05,2.1645950282384256e-05
C542975894,1.6862837678324508e-05,1.196537868233915e-05
C1383678621,1.6862837678324508e-05,2.1645950282384256e-05
C1553137068,1.6862837678324508e-05,1.196537868233915e-05
M1309446387,1.6862837678324508e-05,2.1645950282384256e-05
C1600086058,1.6862837678324508e-05,1.196537868233915e-05
C550754064,3.3725675356649016e-05,3.132652188242936e-05
C1357070438,1.6862837678324508e-05,1.196537868233915e-05
C2059762056,3.3725675356649016e-05,3.132652188242936e-05
C746348142,1.6862837678324508e-05,1.196537868233915e-05
C1908106443,1.6862837678324508e-05,2.1645950282384256e-05
C432147162,1.6862837678324508e-05,1.196537868233915e-05
C71562765,1.6862837678324508e-05,2.1645950282384256e-05
C640064078,1.6862837678324508e-05,1.196537868233915e-05
M848116774,1.6862837678324508e-05,2.1645950282384256e-05
C1780541439,1.6862837678324508e-05,1.196537868233915e-05
C352607904,1.6862837678324508e-05,2.1645950282384256e-05
C756435736,1.6862837678324508e-05,1.196537868233915e-05
M2113537778,1.6862837678324508e-05,2.1645950282384256e-05
C291493936,1.6862837678324508e-05,1.196537868233915e-05
C2002792683,1.6862837678324508e-05,2.1645950282384256e-05
C559078087,1.6862837678324508e-05,1.196537868233915e-05
C1728460906,1.6862837678324508e-05,2.1645950282384256e-05
C604541326,1.6862837678324508e-05,1.196537868233915e-05
C2146875526,1.6862837678324508e-05,2.1645950282384256e-05
C290022912,1.6862837678324508e-05,1.196537868233915e-05
C381600260,1.6862837678324508e-05,2.1645950282384256e-05
C877593625,1.6862837678324508e-05,1.196537868233915e-05
C1575083932,1.6862837678324508e-05,2.1645950282384256e-05
C1815651807,1.6862837678324508e-05,1.196537868233915e-05
C158242145,1.6862837678324508e-05,2.1645950282384256e-05
C1448400865,1.6862837678324508e-05,1.196537868233915e-05
C814784749,1.6862837678324508e-05,2.1645950282384256e-05
C40905611,1.6862837678324508e-05,1.196537868233915e-05
C453039491,1.6862837678324508e-05,2.1645950282384256e-05
C522950250,1.6862837678324508e-05,1.196537868233915e-05
C968695097,1.6862837678324508e-05,2.1645950282384256e-05
C1411102270,1.6862837678324508e-05,1.196537868233915e-05
M8961529,1.6862837678324508e-05,2.1645950282384256e-05
C1821641108,1.6862837678324508e-05,1.196537868233915e-05
C94238070,3.3725675356649016e-05,3.132652188242936e-05
C1532316610,1.6862837678324508e-05,1.196537868233915e-05
M1131873222,1.6862837678324508e-05,2.1645950282384256e-05
C558630256,1.6862837678324508e-05,1.196537868233915e-05
M1646382835,1.6862837678324508e-05,2.1645950282384256e-05
C805432013,1.6862837678324508e-05,1.196537868233915e-05
M703071544,1.6862837678324508e-05,2.1645950282384256e-05
C362865724,1.6862837678324508e-05,1.196537868233915e-05
C533887341,1.6862837678324508e-05,2.1645950282384256e-05
C1013384637,1.6862837678324508e-05,1.196537868233915e-05
C615345603,1.6862837678324508e-05,2.1645950282384256e-05
C1086764372,1.6862837678324508e-05,1.196537868233915e-05
C97617767,1.6862837678324508e-05,2.1645950282384256e-05
C1692768606,1.6862837678324508e-05,1.196537868233915e-05
C1122394266,1.6862837678324508e-05,2.1645950282384256e-05
C1227984431,1.6862837678324508e-05,1.196537868233915e-05
C743500120,1.6862837678324508e-05,2.1645950282384256e-05
C820447403,1.6862837678324508e-05,1.196537868233915e-05
M184735125,1.6862837678324508e-05,2.1645950282384256e-05
C789074715,1.6862837678324508e-05,1.196537868233915e-05
C1881669628,1.6862837678324508e-05,2.1645950282384256e-05
C1064603430,1.6862837678324508e-05,1.196537868233915e-05
C1727221386,1.6862837678324508e-05,2.1645950282384256e-05
C1405528965,1.6862837678324508e-05,1.196537868233915e-05
M1933926398,1.6862837678324508e-05,2.1645950282384256e-05
C33175299,1.6862837678324508e-05,1.196537868233915e-05
C1373973293,1.6862837678324508e-05,2.1645950282384256e-05
C467717543,1.6862837678324508e-05,1.196537868233915e-05
C726198580,1.6862837678324508e-05,2.1645950282384256e-05
C1675746664,1.6862837678324508e-05,1.196537868233915e-05
C256865139,1.6862837678324508e-05,2.1645950282384256e-05
C1830375097,1.6862837678324508e-05,1.196537868233915e-05
M1991416,1.6862837678324508e-05,2.1645950282384256e-05
C1461159159,1.6862837678324508e-05,1.196537868233915e-05
C327341526,1.6862837678324508e-05,2.1645950282384256e-05
C1982775599,1.6862837678324508e-05,1.196537868233915e-05
M1309930156,1.6862837678324508e-05,2.1645950282384256e-05
C1292711577,1.6862837678324508e-05,1.196537868233915e-05
C265777076,1.6862837678324508e-05,2.1645950282384256e-05
C1963550118,1.6862837678324508e-05,1.196537868233915e-05
M1695671000,1.6862837678324508e-05,2.1645950282384256e-05
C1259952556,1.6862837678324508e-05,1.196537868233915e-05
C974768731,1.6862837678324508e-05,2.1645950282384256e-05
C2146933874,1.6862837678324508e-05,1.196537868233915e-05
M1527627185,1.6862837678324508e-05,2.1645950282384256e-05
C1480105448,1.6862837678324508e-05,1.196537868233915e-05
M1374852383,1.6862837678324508e-05,2.1645950282384256e-05
C1503346721,1.6862837678324508e-05,1.196537868233915e-05
C1121802556,1.6862837678324508e-05,2.1645950282384256e-05
C236635667,1.6862837678324508e-05,1.196537868233915e-05
M698251819,1.6862837678324508e-05,2.1645950282384256e-05
C409741973,1.6862837678324508e-05,1.196537868233915e-05
C1904483493,1.6862837678324508e-05,2.1645950282384256e-05
C391871944,1.6862837678324508e-05,1.196537868233915e-05
C2136570309,1.6862837678324508e-05,2.1645950282384256e-05
C244341744,1.6862837678324508e-05,1.196537868233915e-05
